,aspd,attack_max,attack_min,base_exp,def_left,def_right,elem_air,elem_angin,elem_api,elem_ghost,elem_holy,elem_netral,elem_racun,elem_shadow,elem_tanah,elem_undead,element,hp,job_exp,level,mdef_left,mdef_right,move_speed,mvp_exp,name,param_100_hit,param_95_flee,param_agi,param_dex,param_int,param_luk,param_str,param_vit,race,range_attack,range_chase,range_sight,size,url
1457,1.0,1712,1223,12225,151,163,100,90,150,100,100,100,125,100,25,100,Tanah 1,333360,27825,128,14,216,5.0,0,Solid Tatacho (2637/Solid Tatacho/C2_TATACHO),367,472,33,109,56,33,119,70,Beast,2,10,12,Sedang,https://db.idrowiki.org/klasik/monster/2637-C2_TATACHO
1458,1.95,841,610,4050,106,124,100,100,100,0,100,100,100,100,100,100,Netral 3,36190,13485,91,39,133,5.0,0,Swift Teddy Bear (2636/Swift Teddy Bear/C1_TEDDY_BEAR),380,408,81,82,20,44,57,66,Formless,1,10,12,Kecil,https://db.idrowiki.org/klasik/monster/2636-C1_TEDDY_BEAR
1459,1.89,1354,973,6515,146,138,100,70,200,50,100,100,100,100,-25,50,Tanah 3,50715,14640,104,34,164,3.33,0,Elusive Sting (2640/Elusive Sting/C5_STING),357,458,49,119,34,24,108,68,Formless,1,10,12,Sedang,https://db.idrowiki.org/klasik/monster/2640-C5_STING
1460,0.57,146,111,335,23,28,100,100,100,75,125,100,50,0,100,0,Darkness 1,2100,1140,22,5,27,6.67,0,Tarou Ringleader (2638/Tarou Ringleader/C3_TAROU),228,267,6,10,0,1,21,12,Beast,1,10,12,Kecil,https://db.idrowiki.org/klasik/monster/2638-C3_TAROU
1461,0.93,188,151,920,57,58,90,25,100,100,100,100,125,100,150,100,Angin 1,11990,3105,48,20,70,6.67,0,Solid Steel Chonchon (2642/Solid Steel Chonchon/C2_STEEL_CHONCHON),312,339,62,56,10,10,30,20,Insect,1,10,12,Kecil,https://db.idrowiki.org/klasik/monster/2642-C2_STEEL_CHONCHON
1462,0.51,560,419,2970,73,96,90,25,100,100,100,100,125,100,150,100,Angin 1,22650,9105,84,50,152,3.33,0,Swift Stem Worm (2641/Swift Stem Worm/C1_STEM_WORM),327,403,37,84,47,30,55,25,Plant,1,10,12,Sedang,https://db.idrowiki.org/klasik/monster/2641-C1_STEM_WORM
1463,1.07,939,664,4720,129,107,100,80,175,75,100,100,125,100,0,75,Tanah 2,44025,13290,95,36,153,3.33,0,Stapo Ringleader (2643/Stapo Ringleader/C3_STAPO),347,394,46,64,35,30,20,25,Formless,1,10,12,Kecil,https://db.idrowiki.org/klasik/monster/2643-C3_STAPO
1464,0.79,648,477,1770,230,92,100,100,100,0,100,100,100,100,100,100,Netral 4,12950,5685,68,5,86,5.0,0,Furious Stalactic Golem (2644/Furious Stalactic Golem/C4_STALACTIC_GOLEM),330,372,61,69,1,5,67,48,Formless,1,10,12,Besar,https://db.idrowiki.org/klasik/monster/2644-C4_STALACTIC_GOLEM
1465,0.59,124,93,315,22,33,90,25,100,100,100,100,125,100,150,100,Angin 1,1825,1065,21,25,26,5.0,0,Elusive Stainer (2645/Elusive Stainer/C5_STAINER),234,295,10,39,0,15,10,24,Insect,1,10,12,Kecil,https://db.idrowiki.org/klasik/monster/2645-C5_STAINER
1466,0.69,685,509,4460,206,122,100,80,175,75,100,100,125,100,0,75,Tanah 2,87680,12525,92,58,130,4.0,0,Solid Solider (2647/Solid Solider/C2_SOLIDER),340,383,44,56,15,20,65,60,Beast,2,10,12,Sedang,https://db.idrowiki.org/klasik/monster/2647-C2_SOLIDER
1467,0.53,69,57,290,12,23,25,175,90,100,100,100,100,100,100,100,Air 1,1400,645,18,10,22,5.0,0,Swift Spore (2646/Swift Spore/C1_SPORE),223,265,5,12,0,0,15,10,Plant,1,10,12,Sedang,https://db.idrowiki.org/klasik/monster/2646-C1_SPORE
1468,0.44,168,128,540,53,50,100,100,125,100,150,100,-25,-25,100,0,Undead 1,4020,1815,34,5,47,5.0,0,Furious Soldier Skeleton (2649/Furious Soldier Skeleton/C4_SOLDIER_SKELETON),247,298,13,29,5,3,14,32,Undead,1,10,12,Sedang,https://db.idrowiki.org/klasik/monster/2649-C4_SOLDIER_SKELETON
1469,1.95,615,454,2470,63,93,50,50,50,25,175,100,0,-50,50,0,Darkness 3,15975,7575,73,30,111,7.14,0,Furious Tamruan (2639/Furious Tamruan/C4_TAMRUAN),326,381,49,73,20,20,60,40,Demon,1,10,12,Besar,https://db.idrowiki.org/klasik/monster/2639-C4_TAMRUAN
1470,0.44,168,128,540,53,50,100,100,125,100,150,100,-25,-25,100,0,Undead 1,4020,1815,34,5,47,5.0,0,Soldier Skeleton Ringleader (2648/Soldier Skeleton Ringleader/C3_SOLDIER_SKELETON),244,298,10,29,5,3,14,32,Undead,1,10,12,Sedang,https://db.idrowiki.org/klasik/monster/2648-C3_SOLDIER_SKELETON
1471,0.47,379,294,1560,61,78,25,175,90,100,100,100,100,100,100,100,Air 1,14375,5010,64,21,100,4.0,0,Swift Sohee (2651/Swift Sohee/C1_SOHEE),293,340,24,41,20,25,61,29,Demon,1,10,12,Sedang,https://db.idrowiki.org/klasik/monster/2651-C1_SOHEE
1472,1.74,2005,1413,12210,96,153,25,25,25,25,-50,100,25,175,25,150,Holy 3,123645,36135,123,96,195,5.56,0,Elusive Lady Solace (2650/Elusive Lady Solace/C5_SOLACE),402,483,65,125,42,72,106,61,Angel,2,10,12,Sedang,https://db.idrowiki.org/klasik/monster/2650-C5_SOLACE
1473,1.07,1292,926,5830,121,136,0,175,80,75,100,100,75,100,100,75,Air 2,139340,13110,103,47,173,4.55,0,Solid Snowier (2652/Solid Snowier/C2_SNOWIER),375,421,61,83,45,55,91,67,Formless,2,10,12,Besar,https://db.idrowiki.org/klasik/monster/2652-C2_SNOWIER
1474,0.63,60,49,290,9,27,100,90,150,100,100,100,125,100,25,100,Tanah 1,1085,645,18,8,32,5.0,0,Boa Ringleader (2653/Boa Ringleader/C3_SNAKE),229,267,8,14,10,15,10,18,Beast,1,10,12,Sedang,https://db.idrowiki.org/klasik/monster/2653-C3_SNAKE
1475,0.63,145,112,450,26,37,100,90,150,100,100,100,125,100,25,100,Tanah 1,2955,1515,29,0,41,5.0,0,Furious Smokie (2654/Furious Smokie/C4_SMOKIE),274,291,44,27,5,5,16,16,Beast,1,10,12,Kecil,https://db.idrowiki.org/klasik/monster/2654-C4_SMOKIE
1476,0.74,588,443,2840,101,109,100,80,175,75,100,100,125,100,0,75,Tanah 2,25800,8700,81,29,128,5.13,0,Elusive Sleeper (2655/Elusive Sleeper/C5_SLEEPER),327,381,41,65,27,27,74,57,Formless,1,10,12,Sedang,https://db.idrowiki.org/klasik/monster/2655-C5_SLEEPER
1477,1.39,1675,1192,14760,72,157,50,50,50,25,175,100,0,-50,50,0,Darkness 3,342400,46890,126,15,242,5.26,0,Solid Skogul (2657/Solid Skogul/C2_SKOGUL),404,476,71,115,85,37,100,63,Demon,2,10,12,Sedang,https://db.idrowiki.org/klasik/monster/2657-C2_SKOGUL
1478,0.74,588,443,2840,101,109,100,80,175,75,100,100,125,100,0,75,Tanah 2,25800,8700,81,29,128,5.13,0,Swift Sleeper (2656/Swift Sleeper/C1_SLEEPER),327,381,41,65,27,27,74,57,Formless,1,10,12,Sedang,https://db.idrowiki.org/klasik/monster/2656-C1_SLEEPER
1479,0.44,2107,1475,53070,100,165,100,100,125,100,150,100,-25,-25,100,0,Undead 1,900650,182070,139,35,204,6.67,0,Skeleton General Ringleader (2658/Skeleton General Ringleader/C3_SKELETON_GENERAL),378,475,34,101,31,25,72,52,Undead,1,10,12,Sedang,https://db.idrowiki.org/klasik/monster/2658-C3_SKELETON_GENERAL
1480,0.41,206,162,830,45,55,100,100,125,100,150,100,-25,-25,100,0,Undead 1,6200,2805,44,5,65,2.5,0,Elusive Skeleton Worker (2660/Elusive Skeleton Worker/C5_SKEL_WORKER),262,316,13,37,10,25,30,22,Undead,1,10,12,Sedang,https://db.idrowiki.org/klasik/monster/2660-C5_SKEL_WORKER
1481,0.44,2107,1475,53070,100,165,100,100,125,100,150,100,-25,-25,100,0,Undead 1,900650,182070,139,35,204,6.67,0,Furious Skeleton General (2659/Furious Skeleton General/C4_SKELETON_GENERAL),388,475,44,101,31,25,72,52,Undead,1,10,12,Sedang,https://db.idrowiki.org/klasik/monster/2659-C4_SKELETON_GENERAL
1482,2.31,909,666,4565,64,123,-25,200,70,50,100,100,50,100,100,50,Air 3,59550,10260,98,38,192,5.56,0,Swift Siroma (2661/Swift Siroma/C1_SIROMA),353,429,43,96,70,60,83,50,Formless,1,10,12,Kecil,https://db.idrowiki.org/klasik/monster/2661-C1_SIROMA
1483,0.63,576,425,1890,101,87,100,100,100,100,100,100,0,50,100,50,Racun 1,27360,6075,70,12,107,5.0,0,Solid Side Winder (2662/Solid Side Winder/C2_SIDE_WINDER),305,378,32,73,20,15,52,35,Beast,1,10,12,Sedang,https://db.idrowiki.org/klasik/monster/2662-C2_SIDE_WINDER
1484,0.63,576,425,1890,101,87,100,100,100,100,100,100,0,50,100,50,Racun 1,13680,6075,70,12,107,5.0,0,Side Winder Ringleader (2663/Side Winder Ringleader/C3_SIDE_WINDER),305,378,32,73,20,15,52,35,Beast,1,10,12,Sedang,https://db.idrowiki.org/klasik/monster/2663-C3_SIDE_WINDER
1485,1.0,989,714,5070,49,122,50,50,50,25,175,100,0,-50,50,0,Darkness 3,40000,14265,95,45,148,6.67,0,Furious Shinobi (2664/Furious Shinobi/C4_SHINOBI),392,413,91,83,30,30,71,55,Demi-Human,2,10,12,Sedang,https://db.idrowiki.org/klasik/monster/2664-C4_SHINOBI
1486,2.31,1760,1248,13030,80,145,25,25,25,25,-50,100,25,175,25,150,Holy 3,135000,37875,125,89,309,6.25,0,Elusive Mistress of Shelter (2665/Elusive Mistress of Shelter/C5_SHELTER),408,493,66,133,153,89,99,41,Angel,2,10,12,Sedang,https://db.idrowiki.org/klasik/monster/2665-C5_SHELTER
1487,1.16,197,162,1060,43,74,25,175,90,100,100,100,100,100,100,100,Air 1,8400,3405,50,5,87,5.0,0,Swift Shellfish (2666/Swift Shellfish/C1_SHELLFISH),263,314,11,29,25,10,42,48,Fish,1,10,12,Kecil,https://db.idrowiki.org/klasik/monster/2666-C1_SHELLFISH
1488,13.16,5642,3849,82835,76,174,70,-25,100,50,100,100,100,100,200,50,Angin 3,2002550,248175,141,15,256,5.56,0,Solid Cecil Damon (2667/Solid Cecil Damon/C2_SHECIL),475,684,126,308,80,42,121,67,Demi-Human,14,10,12,Sedang,https://db.idrowiki.org/klasik/monster/2667-C2_SHECIL
1489,1.98,1325,962,9265,92,140,0,175,80,75,100,100,75,100,100,75,Air 2,110250,31290,110,55,244,8.33,0,Furious Lamp Rey (2669/Furious Lamp Rey/C4_SEDORA),479,454,153,109,107,84,126,61,Fish,1,10,12,Sedang,https://db.idrowiki.org/klasik/monster/2669-C4_SEDORA
1490,0.62,56,47,225,22,18,100,90,150,100,100,100,125,100,25,100,Tanah 1,900,510,14,0,22,2.5,0,Swift Savage Babe (2671/Swift Savage Babe/C1_SAVAGE_BABE),225,270,8,21,5,18,16,9,Beast,1,10,12,Kecil,https://db.idrowiki.org/klasik/monster/2671-C1_SAVAGE_BABE
1491,0.64,74,59,270,16,21,150,100,25,100,100,100,125,100,90,100,Api 1,765,600,16,5,25,5.0,0,Elusive Scorpion (2670/Elusive Scorpion/C5_SCORPION),232,270,15,19,5,5,12,10,Insect,1,10,12,Kecil,https://db.idrowiki.org/klasik/monster/2670-C5_SCORPION
1492,0.88,198,159,1070,31,64,-25,200,70,50,100,100,50,100,100,50,Air 3,9100,3600,48,18,86,5.26,0,Sea Otter Ringleader (2668/Sea Otter Ringleader/C3_SEE_OTTER),279,324,26,41,26,28,32,33,Beast,1,10,12,Sedang,https://db.idrowiki.org/klasik/monster/2668-C3_SEE_OTTER
1493,0.51,375,288,1505,126,86,100,80,175,75,100,100,125,100,0,75,Tanah 2,23010,4830,59,3,83,6.67,0,Solid Savage (2672/Solid Savage/C2_SAVAGE),283,346,21,52,10,15,56,54,Beast,1,10,12,Besar,https://db.idrowiki.org/klasik/monster/2672-C2_SAVAGE
1494,0.6,340,261,1640,126,88,100,70,200,50,100,100,100,100,-25,50,Tanah 3,14435,5280,61,24,91,4.0,0,Furious Sandman (2674/Furious Sandman/C4_SAND_MAN),276,330,10,34,15,25,44,55,Formless,1,10,12,Sedang,https://db.idrowiki.org/klasik/monster/2674-C4_SAND_MAN
1495,7.14,3636,2533,19235,141,184,200,100,-25,50,100,100,100,100,70,50,Api 3,401950,53535,138,68,257,6.25,0,Elusive Salamander (2675/Elusive Salamander/C5_SALAMANDER),457,571,105,198,85,72,189,92,Formless,2,10,12,Besar,https://db.idrowiki.org/klasik/monster/2675-C5_SALAMANDER
1496,0.51,375,288,1505,126,86,100,80,175,75,100,100,125,100,0,75,Tanah 2,11505,4830,59,3,83,6.67,0,Savage Ringleader (2673/Savage Ringleader/C3_SAVAGE),283,346,21,52,10,15,56,54,Beast,1,10,12,Besar,https://db.idrowiki.org/klasik/monster/2673-C3_SAVAGE
1497,0.45,72,59,290,12,24,100,100,125,100,150,100,-25,-25,100,0,Undead 1,1550,645,19,2,23,5.0,0,Swift Sailor Skeleton (2676/Swift Sailor Skeleton/C1_SAILOR_SKELETON),224,266,5,12,0,0,15,10,Undead,1,10,12,Sedang,https://db.idrowiki.org/klasik/monster/2676-C1_SAILOR_SKELETON
1498,0.67,1011,729,5070,73,122,90,25,100,100,100,100,125,100,150,100,Angin 1,73850,14265,95,33,163,5.0,0,Solid Roween (2677/Solid Roween/C2_ROWEEN),382,438,82,108,45,25,70,55,Beast,1,10,12,Sedang,https://db.idrowiki.org/klasik/monster/2677-C2_ROWEEN
1499,0.5,51,42,225,12,15,25,175,90,100,100,100,100,100,100,100,Air 1,800,510,13,5,16,5.0,0,Roda Frog Ringleader (2678/Roda Frog Ringleader/C3_RODA_FROG),220,262,6,14,0,9,12,4,Fish,1,10,12,Sedang,https://db.idrowiki.org/klasik/monster/2678-C3_RODA_FROG
1500,0.5,51,42,225,12,15,25,175,90,100,100,100,100,100,100,100,Air 1,800,510,13,5,16,5.0,0,Furious Roda Frog (2679/Furious Roda Frog/C4_RODA_FROG),221,262,7,14,0,9,12,4,Fish,1,10,12,Sedang,https://db.idrowiki.org/klasik/monster/2679-C4_RODA_FROG
1501,1.16,697,512,2225,61,90,100,100,100,0,100,100,100,100,100,100,Netral 3,32220,9090,74,38,136,6.67,0,Solid Rideword (2682/Solid Rideword/C2_RIDEWORD),328,434,53,125,44,5,67,32,Formless,1,10,12,Kecil,https://db.idrowiki.org/klasik/monster/2682-C2_RIDEWORD
1502,0.54,53,44,245,16,19,100,90,150,100,100,100,125,100,25,100,Tanah 1,925,555,15,3,28,5.0,0,Elusive Rocker (2680/Elusive Rocker/C5_ROCKER),234,267,18,17,10,5,12,8,Insect,1,10,12,Sedang,https://db.idrowiki.org/klasik/monster/2680-C5_ROCKER
1503,1.16,697,512,2225,61,90,100,100,100,0,100,100,100,100,100,100,Netral 3,16110,9090,74,38,136,6.67,0,Swift Rideword (2681/Swift Rideword/C1_RIDEWORD),328,434,53,125,44,5,67,32,Formless,1,10,12,Kecil,https://db.idrowiki.org/klasik/monster/2681-C1_RIDEWORD
1504,0.8,302,238,1395,96,74,100,100,100,70,100,100,100,100,100,100,Netral 1,10490,4470,60,12,80,6.25,0,Dumpling Child Ringleader (2683/Dumpling Child Ringleader/C3_RICE_CAKE_BOY),305,342,43,47,5,10,50,29,Demi-Human,1,10,12,Kecil,https://db.idrowiki.org/klasik/monster/2683-C3_RICE_CAKE_BOY
1505,2.78,1841,1305,12465,61,143,50,50,50,25,175,100,0,-50,50,0,Darkness 3,110760,33465,121,35,278,8.33,0,Elusive Baroness of Retribution (2685/Elusive Baroness of Retribution/C5_RETRIBUTION),395,505,60,149,127,70,112,45,Angel,2,10,12,Sedang,https://db.idrowiki.org/klasik/monster/2685-C5_RETRIBUTION
1506,2.78,1841,1305,12465,61,143,50,50,50,25,175,100,0,-50,50,0,Darkness 3,110760,33465,121,35,278,8.33,0,Swift Baroness of Retribution (2686/Swift Baroness of Retribution/C1_RETRIBUTION),395,505,60,149,127,70,112,45,Angel,2,10,12,Sedang,https://db.idrowiki.org/klasik/monster/2686-C1_RETRIBUTION
1507,2.78,1841,1305,12465,61,143,50,50,50,25,175,100,0,-50,50,0,Darkness 3,110760,33465,121,35,278,8.33,0,Furious Baroness of Retribution (2684/Furious Baroness of Retribution/C4_RETRIBUTION),413,505,78,149,127,70,112,45,Angel,2,10,12,Sedang,https://db.idrowiki.org/klasik/monster/2684-C4_RETRIBUTION
1508,0.66,629,462,2030,88,88,100,100,100,75,125,100,50,0,100,0,Darkness 1,30890,6225,71,20,100,2.5,0,Solid Requiem (2687/Solid Requiem/C2_REQUIEM),307,356,34,50,12,10,58,35,Demi-Human,1,10,12,Sedang,https://db.idrowiki.org/klasik/monster/2687-C2_REQUIEM
1509,1.3,1060,763,4770,102,135,0,175,80,75,100,100,75,100,100,75,Air 2,49500,14310,91,102,134,7.14,0,Elusive Red Eruma (2689/Elusive Red Eruma/C5_RED_ERUMA),385,425,90,99,21,21,77,88,Fish,1,10,12,Sedang,https://db.idrowiki.org/klasik/monster/2689-C5_RED_ERUMA
1510,0.65,1684,1205,11260,110,162,100,100,150,125,175,100,-50,-50,100,0,Undead 2,161175,25440,121,47,186,4.0,0,Remover Ringleader (2688/Remover Ringleader/C3_REMOVAL),381,481,50,125,35,50,127,82,Undead,1,10,12,Sedang,https://db.idrowiki.org/klasik/monster/2688-C3_REMOVAL
1511,1.21,1541,1108,9000,89,142,75,75,75,50,150,100,25,-25,75,0,Darkness 2,92040,18675,115,15,175,6.67,0,Swift Raydric (2690/Swift Raydric/C1_RAYDRIC),407,456,87,106,32,27,129,55,Demi-Human,1,10,12,Besar,https://db.idrowiki.org/klasik/monster/2690-C1_RAYDRIC
1512,1.21,1541,1108,9000,89,142,75,75,75,50,150,100,25,-25,75,0,Darkness 2,184080,18675,115,15,175,6.67,0,Solid Raydric (2691/Solid Raydric/C2_RAYDRIC),407,456,87,106,32,27,129,55,Demi-Human,1,10,12,Besar,https://db.idrowiki.org/klasik/monster/2691-C2_RAYDRIC
1513,1.74,1161,840,14625,76,165,100,100,100,150,100,50,75,100,100,100,Ghost 2,201410,49275,133,180,328,6.67,0,Laurell Weinder Ringleader (2692/Laurell Weinder Ringleader/C3_RAWREL),423,536,79,168,162,57,67,65,Demi-Human,1,10,12,Sedang,https://db.idrowiki.org/klasik/monster/2692-C3_RAWREL
1514,1.7,2597,1808,17475,250,211,100,80,175,75,100,100,125,100,0,75,Tanah 2,338500,53940,139,70,225,6.67,0,Furious Rake Scaraba (2693/Furious Rake Scaraba/C4_RAKE_SCARABA),439,542,85,168,52,77,90,145,Insect,1,10,12,Sedang,https://db.idrowiki.org/klasik/monster/2693-C4_RAKE_SCARABA
1515,1.95,601,445,3215,86,108,100,90,150,100,100,100,125,100,25,100,Tanah 1,29095,9870,86,2,136,6.67,0,Swift Rafflesia (2695/Swift Rafflesia/C1_RAFFLESIA),333,399,41,78,29,31,47,44,Plant,3,10,12,Kecil,https://db.idrowiki.org/klasik/monster/2695-C1_RAFFLESIA
1516,1.0,181,146,920,56,67,90,25,100,100,100,100,125,100,150,100,Angin 1,5740,3105,48,10,75,5.0,0,Elusive Raggler (2694/Elusive Raggler/C5_RAGGLER),295,337,42,54,15,27,30,38,Beast,1,10,12,Kecil,https://db.idrowiki.org/klasik/monster/2694-C5_RAGGLER
1517,0.53,17,14,90,2,1,25,175,90,100,100,100,100,100,100,100,Air 1,300,150,1,5,1,2.5,0,Poring Ringleader (2696/Poring Ringleader/C3_PORING),203,242,1,6,0,5,6,1,Plant,1,10,12,Sedang,https://db.idrowiki.org/klasik/monster/2696-C3_PORING
1518,0.53,16,13,90,2,1,25,175,90,100,100,100,100,100,100,100,Air 1,300,150,1,5,1,2.5,0,Furious Poring (2697/Furious Poring/C4_PORING),203,242,1,6,0,5,6,1,Plant,1,10,12,Sedang,https://db.idrowiki.org/klasik/monster/2697-C4_PORING
1519,0.53,17,14,90,2,1,25,175,90,100,100,100,100,100,100,100,Air 1,300,150,1,5,1,2.5,0,Elusive Poring (2698/Elusive Poring/C5_PORING),203,242,1,6,0,5,6,1,Plant,1,10,12,Sedang,https://db.idrowiki.org/klasik/monster/2698-C5_PORING
1520,0.53,17,14,90,2,1,25,175,90,100,100,100,100,100,100,100,Air 1,300,150,1,5,1,2.5,0,Swift Poring (2699/Swift Poring/C1_PORING),203,242,1,6,0,5,6,1,Plant,1,10,12,Sedang,https://db.idrowiki.org/klasik/monster/2699-C1_PORING
1521,1.39,573,432,3555,79,99,100,70,200,50,100,100,100,100,-25,50,Tanah 3,55440,10905,85,37,146,6.67,0,Solid Porcellio (2700/Solid Porcellio/C2_PORCELLIO),339,394,48,74,40,30,67,28,Insect,1,10,12,Kecil,https://db.idrowiki.org/klasik/monster/2700-C2_PORCELLIO
1522,0.6,152,117,495,36,40,100,100,100,100,100,100,0,50,100,50,Racun 1,2620,1680,30,17,55,3.33,0,Poporing Ringleader (2701/Poporing Ringleader/C3_POPORING),257,301,26,36,18,5,17,20,Plant,1,10,12,Sedang,https://db.idrowiki.org/klasik/monster/2701-C3_POPORING
1523,0.6,152,117,495,36,40,100,100,100,100,100,100,0,50,100,50,Racun 1,2620,1680,30,17,55,3.33,0,Elusive Poporing (2703/Elusive Poporing/C5_POPORING),257,301,26,36,18,5,17,20,Plant,1,10,12,Sedang,https://db.idrowiki.org/klasik/monster/2703-C5_POPORING
1524,0.6,152,117,495,36,40,100,100,100,100,100,100,0,50,100,50,Racun 1,2620,1680,30,17,55,3.33,0,Furious Poporing (2702/Furious Poporing/C4_POPORING),264,301,33,36,18,5,17,20,Plant,1,10,12,Sedang,https://db.idrowiki.org/klasik/monster/2702-C4_POPORING
1525,0.87,487,376,3685,80,107,100,100,100,75,100,100,0,25,100,25,Racun 2,24380,11310,87,42,153,6.25,0,Swift Poison Toad (2704/Swift Poison Toad/C1_POISON_TOAD),335,392,42,70,45,30,66,40,Beast,3,10,12,Sedang,https://db.idrowiki.org/klasik/monster/2704-C1_POISON_TOAD
1526,0.6,142,109,405,40,37,100,100,100,100,100,100,0,50,100,50,Racun 1,4560,1365,26,8,37,5.0,0,Solid Poison Spore (2705/Solid Poison Spore/C2_POISON_SPORE),244,281,17,20,5,5,19,22,Plant,1,10,12,Sedang,https://db.idrowiki.org/klasik/monster/2705-C2_POISON_SPORE
1527,0.45,171,135,835,28,52,-25,200,70,50,100,100,50,100,100,50,Air 3,6160,2805,40,28,105,2.5,0,Furious Plankton (2707/Furious Plankton/C4_PLANKTON),310,310,68,35,55,14,23,25,Plant,1,10,12,Kecil,https://db.idrowiki.org/klasik/monster/2707-C4_PLANKTON
1528,1.04,456,360,3875,104,112,100,80,175,75,100,100,125,100,0,75,Tanah 2,36040,11895,90,48,147,5.56,0,Elusive Pitman (2708/Elusive Pitman/C5_PITMAN),352,385,56,60,35,30,78,45,Undead,1,10,12,Besar,https://db.idrowiki.org/klasik/monster/2708-C5_PITMAN
1529,0.95,1499,1086,6860,130,156,100,100,100,200,100,0,25,100,100,100,Ghost 4,103000,25935,119,45,239,6.67,0,Plasma Ringleader (2706/Plasma Ringleader/C3_PLASMA_Y),423,498,94,144,91,50,141,75,Formless,1,10,12,Kecil,https://db.idrowiki.org/klasik/monster/2706-C3_PLASMA_Y
1530,1.3,432,336,2470,7,90,-25,200,70,50,100,100,50,100,100,50,Air 3,22610,7665,75,12,123,5.0,0,Swift Piranha (2709/Swift Piranha/C1_PIRANHA),327,389,45,79,30,35,69,30,Fish,1,10,12,Besar,https://db.idrowiki.org/klasik/monster/2709-C1_PIRANHA
1531,0.7,851,634,6825,59,140,100,100,100,75,100,100,0,25,100,25,Racun 2,170020,21750,113,35,236,3.45,0,Solid Dark Pinguicula (2710/Solid Dark Pinguicula/C2_PINGUICULA_D),370,440,55,92,95,12,89,55,Plant,1,10,12,Sedang,https://db.idrowiki.org/klasik/monster/2710-C2_PINGUICULA_D
1532,1.43,958,696,7300,46,137,100,70,200,50,100,100,100,100,-25,50,Tanah 3,65290,23955,105,77,238,5.0,0,Pinguicula Ringleader (2711/Pinguicula Ringleader/C3_PINGUICULA),371,417,60,77,107,34,67,64,Plant,1,10,12,Sedang,https://db.idrowiki.org/klasik/monster/2711-C3_PINGUICULA
1533,1.01,49,41,180,48,14,150,100,25,100,100,100,125,100,90,100,Api 1,445,405,10,10,17,5.0,0,Furious Picky (2712/Furious Picky/C4_PICKY_),220,254,10,9,5,3,15,8,Beast,1,10,12,Kecil,https://db.idrowiki.org/klasik/monster/2712-C4_PICKY_
1534,0.39,252,203,1170,44,69,0,175,80,75,100,100,75,100,100,75,Air 2,9815,3765,52,11,80,6.67,0,Elusive Phen (2713/Elusive Phen/C5_PHEN),270,315,15,28,15,15,54,35,Fish,1,10,12,Sedang,https://db.idrowiki.org/klasik/monster/2713-C5_PHEN
1535,0.41,603,449,3215,99,105,100,90,150,100,100,100,125,100,25,100,Tanah 1,28995,9870,86,49,144,4.0,0,Swift Petite (2714/Swift Petite/C1_PETIT),322,386,32,65,37,20,55,38,Dragon,1,10,12,Sedang,https://db.idrowiki.org/klasik/monster/2714-C1_PETIT
1536,0.41,603,449,3215,99,105,100,90,150,100,100,100,125,100,25,100,Tanah 1,57990,9870,86,49,144,4.0,0,Solid Petite (2715/Solid Petite/C2_PETIT),322,386,32,65,37,20,55,38,Dragon,1,10,12,Sedang,https://db.idrowiki.org/klasik/monster/2715-C2_PETIT
1537,1.2,853,622,3820,85,102,100,100,100,100,100,100,0,50,100,50,Racun 1,22945,11670,85,32,141,2.5,0,Penomena Ringleader (2716/Penomena Ringleader/C3_PENOMENA),325,427,38,107,35,10,76,35,Fish,7,10,12,Sedang,https://db.idrowiki.org/klasik/monster/2716-C3_PENOMENA
1538,1.2,852,621,3820,85,102,100,100,100,100,100,100,0,50,100,50,Racun 1,22945,11670,85,32,141,2.5,0,Furious Penomena (2717/Furious Penomena/C4_PENOMENA),336,427,49,107,35,10,76,35,Fish,7,10,12,Sedang,https://db.idrowiki.org/klasik/monster/2717-C4_PENOMENA
1539,0.64,155,118,405,48,31,150,100,25,100,100,100,125,100,90,100,Api 1,2230,1365,25,0,36,5.0,0,Elusive Peco Peco (2718/Elusive Peco Peco/C5_PECOPECO),236,288,10,28,5,5,21,13,Beast,1,10,12,Besar,https://db.idrowiki.org/klasik/monster/2718-C5_PECOPECO
1540,1.02,785,575,2670,93,95,175,100,0,75,100,100,125,100,80,75,Api 2,17550,8955,79,35,118,6.06,0,Swift Pasana (2719/Swift Pasana/C1_PASANA),316,394,36,80,20,5,76,33,Demi-Human,1,10,12,Sedang,https://db.idrowiki.org/klasik/monster/2719-C1_PASANA
1541,1.16,385,300,2535,63,92,80,0,100,75,100,100,125,100,175,75,Angin 2,32220,10020,76,30,145,2.5,0,Solid Parasite (2720/Solid Parasite/C2_PARASITE),362,417,78,106,50,40,55,33,Plant,8,10,12,Sedang,https://db.idrowiki.org/klasik/monster/2720-C2_PARASITE
1542,0.74,1043,744,4130,80,114,100,100,100,0,100,100,100,100,100,100,Netral 3,36905,14640,92,45,203,5.13,0,Owl Duke Ringleader (2721/Owl Duke Ringleader/C3_OWL_DUKE),353,433,51,106,88,50,54,45,Demon,1,10,12,Besar,https://db.idrowiki.org/klasik/monster/2721-C3_OWL_DUKE
